county,precinct,office,district,candidate,party,votes,election_day,early_voting,absentee
Guadalupe,202,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Over Votes,,0,0,0,0
Guadalupe,202,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Under Votes,,55,25,30,0
Guadalupe,202,State House,44,Alan Schoolcraft,Rep,239,77,158,4
Guadalupe,202,State House,44,Eric Norman,Dem,320,78,216,26
Guadalupe,202,State House,44,Over Votes,,0,0,0,0
Guadalupe,202,State House,44,Under Votes,,58,22,36,0
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Todd McCray,Rep,241,72,165,4
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Cynthia Marie Chapa,Dem,315,81,208,26
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Over Votes,,0,0,0,0
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Under Votes,,61,24,37,0
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Lori Massey Brissette,Rep,240,70,166,4
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Luz Elena Chapa,Dem,316,81,209,26
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Under Votes,,61,26,35,0
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Adrian Spears,Rep,237,72,160,5
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Liza A. Rodriguez,Dem,325,82,218,25
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Over Votes,,0,0,0,0
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Under Votes,,55,23,32,0
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Lori I. Valenzuela,Rep,365,116,231,18
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Under Votes,,252,61,179,12
Guadalupe,202,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Bill Old,Rep,348,107,225,16
Guadalupe,202,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,202,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Under Votes,,269,70,185,14
Guadalupe,202,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Jessica Richard Crawford,Rep,354,115,222,17
Guadalupe,202,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,202,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Under Votes,,263,62,188,13
Guadalupe,202,COUNTY ATTORNEY,,David Willborn,Rep,357,115,226,16
Guadalupe,202,COUNTY ATTORNEY,,Over Votes,,0,0,0,0
Guadalupe,202,COUNTY ATTORNEY,,Under Votes,,260,62,184,14
Guadalupe,202,SHERIFF,,Joshua Ray,Rep,361,116,229,16
Guadalupe,202,SHERIFF,,Over Votes,,0,0,0,0
Guadalupe,202,SHERIFF,,Under Votes,,256,61,181,14
Guadalupe,202,COUNTY TAX ASSESSOR-COLLECTOR,,Daryl W. John,Rep,245,70,170,5
Guadalupe,202,COUNTY TAX ASSESSOR-COLLECTOR,,Jesus Trinidad Jr.,Dem,309,83,201,25
Guadalupe,202,COUNTY TAX ASSESSOR-COLLECTOR,,Over Votes,,0,0,0,0
Guadalupe,202,COUNTY TAX ASSESSOR-COLLECTOR,,Under Votes,,63,24,39,0
Guadalupe,202,"CONSTABLE, PRECINCT NO. 2",,Mark Reyes,Rep,362,117,224,21
Guadalupe,202,"CONSTABLE, PRECINCT NO. 2",,Over Votes,,0,0,0,0
Guadalupe,202,"CONSTABLE, PRECINCT NO. 2",,Under Votes,,255,60,186,9
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Velia J. Meza,Dem,387,107,253,27
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,202,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Under Votes,,230,70,157,3
Guadalupe,203,Registered Voters,,,,907,,,
Guadalupe,203,Ballots Cast,,,,385,125,250,10
Guadalupe,203,PRESIDENT,,Donald J. Trump,Rep,219,76,142,1
Guadalupe,203,PRESIDENT,,Kamala D. Harris,Dem,161,48,105,8
Guadalupe,203,PRESIDENT,,Chase Oliver,Lib,5,1,3,1
Guadalupe,203,PRESIDENT,,Jill Stein,Gre,0,0,0,0
Guadalupe,203,PRESIDENT,,Write-ins,,0,0,0,0
Guadalupe,203,PRESIDENT,,Over Votes,,0,0,0,0
Guadalupe,203,PRESIDENT,,Under Votes,,0,0,0,0
Guadalupe,203,U.S. Senate,,Ted Cruz,Rep,186,56,128,2
Guadalupe,203,U.S. Senate,,Collin Allred,Dem,172,55,109,8
Guadalupe,203,U.S. Senate,,Ted Brown,Lib,11,4,7,0
Guadalupe,203,U.S. Senate,,Write-ins,,0,0,0,0
Guadalupe,203,U.S. Senate,,Over Votes,,0,0,0,0
Guadalupe,203,U.S. Senate,,Under Votes,,16,10,6,0
Guadalupe,203,U.S. House,15,Monica De La Cruz,Rep,199,62,135,2
Guadalupe,203,U.S. House,15,Michelle Vallejo,Dem,162,54,100,8
Guadalupe,203,U.S. House,15,Over Votes,,0,0,0,0
Guadalupe,203,U.S. House,15,Under Votes,,24,9,15,0
Guadalupe,203,RAILROAD COMMISSIONER,,Christi Craddick,Rep,177,55,121,1
Guadalupe,203,RAILROAD COMMISSIONER,,Katherine Culbert,Dem,153,48,97,8
Guadalupe,203,RAILROAD COMMISSIONER,,Hawk Dunlap,Lib,14,4,9,1
Guadalupe,203,RAILROAD COMMISSIONER,,Eddie Espinoza,Gre,14,6,8,0
Guadalupe,203,RAILROAD COMMISSIONER,,Write-ins,,0,0,0,0
Guadalupe,203,RAILROAD COMMISSIONER,,Over Votes,,0,0,0,0
Guadalupe,203,RAILROAD COMMISSIONER,,Under Votes,,27,12,15,0
Guadalupe,203,"JUSTICE, SUPREME COURT, PLACE 2",,Jimmy Blacklock,Rep,193,62,129,2
Guadalupe,203,"JUSTICE, SUPREME COURT, PLACE 2",,DeSean Jones,Dem,160,50,102,8
Guadalupe,203,"JUSTICE, SUPREME COURT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,203,"JUSTICE, SUPREME COURT, PLACE 2",,Under Votes,,32,13,19,0
Guadalupe,203,"JUSTICE, SUPREME COURT, PLACE 4",,John Devine,Rep,190,62,126,2
Guadalupe,203,"JUSTICE, SUPREME COURT, PLACE 4",,Christine Vinh Weems,Dem,156,49,99,8
Guadalupe,203,"JUSTICE, SUPREME COURT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,203,"JUSTICE, SUPREME COURT, PLACE 4",,Under Votes,,39,14,25,0
Guadalupe,203,"JUSTICE, SUPREME COURT, PLACE 6",,Jane Bland,Rep,185,58,126,1
Guadalupe,203,"JUSTICE, SUPREME COURT, PLACE 6",,Bonnie Lee Goldstein,Dem,149,47,95,7
Guadalupe,203,"JUSTICE, SUPREME COURT, PLACE 6",,J. David Roberson,Lib,20,7,11,2
Guadalupe,203,"JUSTICE, SUPREME COURT, PLACE 6",,Over Votes,,0,0,0,0
Guadalupe,203,"JUSTICE, SUPREME COURT, PLACE 6",,Under Votes,,31,13,18,0
Guadalupe,203,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,David J. Schenck,Rep,195,62,131,2
Guadalupe,203,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Holly Taylor,Dem,162,50,104,8
Guadalupe,203,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Over Votes,,0,0,0,0
Guadalupe,203,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Under Votes,,28,13,15,0
Guadalupe,203,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Gina Parker,Rep,197,61,134,2
Guadalupe,203,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Nancy Mulder,Dem,158,52,98,8
Guadalupe,203,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,203,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Under Votes,,30,12,18,0
Guadalupe,203,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Lee Finley,Rep,202,64,136,2
Guadalupe,203,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Chika Anyiam,Dem,154,49,97,8
Guadalupe,203,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Over Votes,,0,0,0,0
Guadalupe,203,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Under Votes,,29,12,17,0
Guadalupe,203,State House,44,Alan Schoolcraft,Rep,193,58,133,2
Guadalupe,203,State House,44,Eric Norman,Dem,158,52,98,8
Guadalupe,203,State House,44,Over Votes,,0,0,0,0
Guadalupe,203,State House,44,Under Votes,,34,15,19,0
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Todd McCray,Rep,189,55,132,2
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Cynthia Marie Chapa,Dem,161,55,98,8
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Over Votes,,0,0,0,0
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Under Votes,,35,15,20,0
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Lori Massey Brissette,Rep,187,57,128,2
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Luz Elena Chapa,Dem,161,52,101,8
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Under Votes,,37,16,21,0
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Adrian Spears,Rep,185,57,126,2
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Liza A. Rodriguez,Dem,165,54,103,8
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Over Votes,,0,0,0,0
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Under Votes,,35,14,21,0
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Lori I. Valenzuela,Rep,244,80,163,1
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Under Votes,,141,45,87,9
Guadalupe,203,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Bill Old,Rep,239,78,160,1
Guadalupe,203,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,203,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Under Votes,,146,47,90,9
Guadalupe,203,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Jessica Richard Crawford,Rep,241,80,160,1
Guadalupe,203,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,203,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Under Votes,,144,45,90,9
Guadalupe,203,COUNTY ATTORNEY,,David Willborn,Rep,244,83,160,1
Guadalupe,203,COUNTY ATTORNEY,,Over Votes,,0,0,0,0
Guadalupe,203,COUNTY ATTORNEY,,Under Votes,,141,42,90,9
Guadalupe,203,SHERIFF,,Joshua Ray,Rep,245,80,163,2
Guadalupe,203,SHERIFF,,Over Votes,,0,0,0,0
Guadalupe,203,SHERIFF,,Under Votes,,140,45,87,8
Guadalupe,203,COUNTY TAX ASSESSOR-COLLECTOR,,Daryl W. John,Rep,185,56,127,2
Guadalupe,203,COUNTY TAX ASSESSOR-COLLECTOR,,Jesus Trinidad Jr.,Dem,166,56,102,8
Guadalupe,203,COUNTY TAX ASSESSOR-COLLECTOR,,Over Votes,,0,0,0,0
Guadalupe,203,COUNTY TAX ASSESSOR-COLLECTOR,,Under Votes,,34,13,21,0
Guadalupe,203,"CONSTABLE, PRECINCT NO. 2",,Mark Reyes,Rep,255,84,167,4
Guadalupe,203,"CONSTABLE, PRECINCT NO. 2",,Over Votes,,0,0,0,0
Guadalupe,203,"CONSTABLE, PRECINCT NO. 2",,Under Votes,,130,41,83,6
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Velia J. Meza,Dem,229,83,137,9
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,203,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Under Votes,,156,42,113,1
Guadalupe,204,Registered Voters,,,,2393,,,
Guadalupe,204,Ballots Cast,,,,1266,319,902,45
Guadalupe,204,PRESIDENT,,Donald J. Trump,Rep,718,182,528,8
Guadalupe,204,PRESIDENT,,Kamala D. Harris,Dem,529,132,361,36
Guadalupe,204,PRESIDENT,,Chase Oliver,Lib,7,4,3,0
Guadalupe,204,PRESIDENT,,Jill Stein,Gre,7,1,5,1
Guadalupe,204,PRESIDENT,,Write-ins,,1,0,1,0
Guadalupe,204,PRESIDENT,,Over Votes,,0,0,0,0
Guadalupe,204,PRESIDENT,,Under Votes,,4,0,4,0
Guadalupe,204,U.S. Senate,,Ted Cruz,Rep,626,152,466,8
Guadalupe,204,U.S. Senate,,Collin Allred,Dem,562,136,390,36
Guadalupe,204,U.S. Senate,,Ted Brown,Lib,42,15,26,1
Guadalupe,204,U.S. Senate,,Write-ins,,2,1,1,0
Guadalupe,204,U.S. Senate,,Over Votes,,0,0,0,0
Guadalupe,204,U.S. Senate,,Under Votes,,34,15,19,0
Guadalupe,204,U.S. House,15,Monica De La Cruz,Rep,697,176,510,11
Guadalupe,204,U.S. House,15,Michelle Vallejo,Dem,494,121,340,33
Guadalupe,204,U.S. House,15,Over Votes,,0,0,0,0
Guadalupe,204,U.S. House,15,Under Votes,,75,22,52,1
Guadalupe,204,RAILROAD COMMISSIONER,,Christi Craddick,Rep,620,154,458,8
Guadalupe,204,RAILROAD COMMISSIONER,,Katherine Culbert,Dem,458,97,327,34
Guadalupe,204,RAILROAD COMMISSIONER,,Hawk Dunlap,Lib,53,17,35,1
Guadalupe,204,RAILROAD COMMISSIONER,,Eddie Espinoza,Gre,49,15,33,1
Guadalupe,204,RAILROAD COMMISSIONER,,Write-ins,,0,0,0,0
Guadalupe,204,RAILROAD COMMISSIONER,,Over Votes,,0,0,0,0
Guadalupe,204,RAILROAD COMMISSIONER,,Under Votes,,86,36,49,1
Guadalupe,204,"JUSTICE, SUPREME COURT, PLACE 2",,Jimmy Blacklock,Rep,676,163,505,8
Guadalupe,204,"JUSTICE, SUPREME COURT, PLACE 2",,DeSean Jones,Dem,501,123,344,34
Guadalupe,204,"JUSTICE, SUPREME COURT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,204,"JUSTICE, SUPREME COURT, PLACE 2",,Under Votes,,89,33,53,3
Guadalupe,204,"JUSTICE, SUPREME COURT, PLACE 4",,John Devine,Rep,663,162,493,8
Guadalupe,204,"JUSTICE, SUPREME COURT, PLACE 4",,Christine Vinh Weems,Dem,508,118,355,35
Guadalupe,204,"JUSTICE, SUPREME COURT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,204,"JUSTICE, SUPREME COURT, PLACE 4",,Under Votes,,95,39,54,2
Guadalupe,204,"JUSTICE, SUPREME COURT, PLACE 6",,Jane Bland,Rep,640,150,482,8
Guadalupe,204,"JUSTICE, SUPREME COURT, PLACE 6",,Bonnie Lee Goldstein,Dem,482,110,338,34
Guadalupe,204,"JUSTICE, SUPREME COURT, PLACE 6",,J. David Roberson,Lib,57,30,26,1
Guadalupe,204,"JUSTICE, SUPREME COURT, PLACE 6",,Over Votes,,0,0,0,0
Guadalupe,204,"JUSTICE, SUPREME COURT, PLACE 6",,Under Votes,,87,29,56,2
Guadalupe,204,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,David J. Schenck,Rep,681,174,498,9
Guadalupe,204,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Holly Taylor,Dem,495,113,348,34
Guadalupe,204,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Over Votes,,0,0,0,0
Guadalupe,204,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Under Votes,,90,32,56,2
Guadalupe,204,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Gina Parker,Rep,681,172,501,8
Guadalupe,204,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Nancy Mulder,Dem,490,112,343,35
Guadalupe,204,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,204,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Under Votes,,95,35,58,2
Guadalupe,204,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Lee Finley,Rep,698,178,512,8
Guadalupe,204,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Chika Anyiam,Dem,481,109,336,36
Guadalupe,204,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Over Votes,,0,0,0,0
Guadalupe,204,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Under Votes,,87,32,54,1
Guadalupe,204,State House,44,Alan Schoolcraft,Rep,654,167,478,9
Guadalupe,204,State House,44,Eric Norman,Dem,506,117,354,35
Guadalupe,204,State House,44,Over Votes,,0,0,0,0
Guadalupe,204,State House,44,Under Votes,,106,35,70,1
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Todd McCray,Rep,642,162,472,8
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Cynthia Marie Chapa,Dem,521,126,359,36
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Over Votes,,0,0,0,0
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Under Votes,,103,31,71,1
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Lori Massey Brissette,Rep,659,168,484,7
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Luz Elena Chapa,Dem,503,117,349,37
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Under Votes,,104,34,69,1
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Adrian Spears,Rep,646,159,479,8
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Liza A. Rodriguez,Dem,511,125,351,35
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Over Votes,,0,0,0,0
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Under Votes,,109,35,72,2
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Lori I. Valenzuela,Rep,895,234,640,21
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Under Votes,,371,85,262,24
Guadalupe,204,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Bill Old,Rep,885,230,632,23
Guadalupe,204,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,204,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Under Votes,,381,89,270,22
Guadalupe,204,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Jessica Richard Crawford,Rep,888,232,635,21
Guadalupe,204,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,204,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Under Votes,,378,87,267,24
Guadalupe,204,COUNTY ATTORNEY,,David Willborn,Rep,896,238,637,21
Guadalupe,204,COUNTY ATTORNEY,,Over Votes,,0,0,0,0
Guadalupe,204,COUNTY ATTORNEY,,Under Votes,,370,81,265,24
Guadalupe,204,SHERIFF,,Joshua Ray,Rep,909,235,651,23
Guadalupe,204,SHERIFF,,Over Votes,,0,0,0,0
Guadalupe,204,SHERIFF,,Under Votes,,357,84,251,22
Guadalupe,204,COUNTY TAX ASSESSOR-COLLECTOR,,Daryl W. John,Rep,687,167,511,9
Guadalupe,204,COUNTY TAX ASSESSOR-COLLECTOR,,Jesus Trinidad Jr.,Dem,466,116,317,33
Guadalupe,204,COUNTY TAX ASSESSOR-COLLECTOR,,Over Votes,,0,0,0,0
Guadalupe,204,COUNTY TAX ASSESSOR-COLLECTOR,,Under Votes,,113,36,74,3
Guadalupe,204,"CONSTABLE, PRECINCT NO. 2",,Mark Reyes,Rep,892,234,636,22
Guadalupe,204,"CONSTABLE, PRECINCT NO. 2",,Over Votes,,0,0,0,0
Guadalupe,204,"CONSTABLE, PRECINCT NO. 2",,Under Votes,,374,85,266,23
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Velia J. Meza,Dem,738,194,508,36
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,204,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Under Votes,,528,125,394,9
Guadalupe,205,Registered Voters,,,,1555,,,
Guadalupe,205,Ballots Cast,,,,1000,213,769,18
Guadalupe,205,PRESIDENT,,Donald J. Trump,Rep,761,154,602,5
Guadalupe,205,PRESIDENT,,Kamala D. Harris,Dem,224,54,157,13
Guadalupe,205,PRESIDENT,,Chase Oliver,Lib,5,1,4,0
Guadalupe,205,PRESIDENT,,Jill Stein,Gre,4,2,2,0
Guadalupe,205,PRESIDENT,,Write-ins,,3,1,2,0
Guadalupe,205,PRESIDENT,,Over Votes,,0,0,0,0
Guadalupe,205,PRESIDENT,,Under Votes,,3,1,2,0
Guadalupe,205,U.S. Senate,,Ted Cruz,Rep,727,146,576,5
Guadalupe,205,U.S. Senate,,Collin Allred,Dem,239,58,169,12
Guadalupe,205,U.S. Senate,,Ted Brown,Lib,18,3,14,1
Guadalupe,205,U.S. Senate,,Write-ins,,0,0,0,0
Guadalupe,205,U.S. Senate,,Over Votes,,0,0,0,0
Guadalupe,205,U.S. Senate,,Under Votes,,16,6,10,0
Guadalupe,205,U.S. House,15,Monica De La Cruz,Rep,767,153,606,8
Guadalupe,205,U.S. House,15,Michelle Vallejo,Dem,203,50,143,10
Guadalupe,205,U.S. House,15,Over Votes,,0,0,0,0
Guadalupe,205,U.S. House,15,Under Votes,,30,10,20,0
Guadalupe,205,RAILROAD COMMISSIONER,,Christi Craddick,Rep,733,141,584,8
Guadalupe,205,RAILROAD COMMISSIONER,,Katherine Culbert,Dem,196,48,138,10
Guadalupe,205,RAILROAD COMMISSIONER,,Hawk Dunlap,Lib,21,6,15,0
Guadalupe,205,RAILROAD COMMISSIONER,,Eddie Espinoza,Gre,15,5,10,0
Guadalupe,205,RAILROAD COMMISSIONER,,Write-ins,,0,0,0,0
Guadalupe,205,RAILROAD COMMISSIONER,,Over Votes,,0,0,0,0
Guadalupe,205,RAILROAD COMMISSIONER,,Under Votes,,35,13,22,0
Guadalupe,205,"JUSTICE, SUPREME COURT, PLACE 2",,Jimmy Blacklock,Rep,746,150,589,7
Guadalupe,205,"JUSTICE, SUPREME COURT, PLACE 2",,DeSean Jones,Dem,213,50,153,10
Guadalupe,205,"JUSTICE, SUPREME COURT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,205,"JUSTICE, SUPREME COURT, PLACE 2",,Under Votes,,41,13,27,1
Guadalupe,205,"JUSTICE, SUPREME COURT, PLACE 4",,John Devine,Rep,742,148,587,7
Guadalupe,205,"JUSTICE, SUPREME COURT, PLACE 4",,Christine Vinh Weems,Dem,212,51,151,10
Guadalupe,205,"JUSTICE, SUPREME COURT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,205,"JUSTICE, SUPREME COURT, PLACE 4",,Under Votes,,46,14,31,1
Guadalupe,205,"JUSTICE, SUPREME COURT, PLACE 6",,Jane Bland,Rep,731,145,579,7
Guadalupe,205,"JUSTICE, SUPREME COURT, PLACE 6",,Bonnie Lee Goldstein,Dem,203,49,144,10
Guadalupe,205,"JUSTICE, SUPREME COURT, PLACE 6",,J. David Roberson,Lib,25,6,19,0
Guadalupe,205,"JUSTICE, SUPREME COURT, PLACE 6",,Over Votes,,0,0,0,0
Guadalupe,205,"JUSTICE, SUPREME COURT, PLACE 6",,Under Votes,,41,13,27,1
Guadalupe,205,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,David J. Schenck,Rep,738,145,586,7
Guadalupe,205,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Holly Taylor,Dem,214,53,151,10
Guadalupe,205,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Over Votes,,0,0,0,0
Guadalupe,205,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Under Votes,,48,15,32,1
Guadalupe,205,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Gina Parker,Rep,751,152,592,7
Guadalupe,205,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Nancy Mulder,Dem,207,49,148,10
Guadalupe,205,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,205,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Under Votes,,42,12,29,1
Guadalupe,205,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Lee Finley,Rep,758,151,600,7
Guadalupe,205,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Chika Anyiam,Dem,202,48,144,10
Guadalupe,205,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Over Votes,,0,0,0,0
Guadalupe,205,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Under Votes,,40,14,25,1
Guadalupe,205,State House,44,Alan Schoolcraft,Rep,693,146,540,7
Guadalupe,205,State House,44,Eric Norman,Dem,257,57,190,10
Guadalupe,205,State House,44,Over Votes,,0,0,0,0
Guadalupe,205,State House,44,Under Votes,,50,10,39,1
