id,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
1457,Precinct 14,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
1458,Precinct 14,"Presiding Judge, Ct of Crim App",,,Under Votes,77,4,51,22
1460,Precinct 14,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,850,29,643,178
1461,Precinct 14,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,356,20,256,80
1462,Precinct 14,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
1463,Precinct 14,"Judge, Ct of Crim App, Pl 7",,,Under Votes,82,4,52,26
1465,Precinct 14,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,865,31,651,183
1466,Precinct 14,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,341,20,244,77
1467,Precinct 14,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
1468,Precinct 14,"Judge, Ct of Crim App, Pl 8",,,Under Votes,82,2,56,24
1470,Precinct 14,State Representative,9,REP,Trent Ashby,1027,38,763,226
1471,Precinct 14,State Representative,9,,Over Votes,0,0,0,0
1472,Precinct 14,State Representative,9,,Under Votes,261,15,188,58
1475,Precinct 14,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,985,35,731,219
1476,Precinct 14,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
1477,Precinct 14,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,303,18,220,65
1479,Precinct 14,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,988,38,733,217
1480,Precinct 14,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
1481,Precinct 14,"Dist Attorney, 159th Judicial Dist",,,Under Votes,300,15,218,67
1483,Precinct 14,County Attorney,,REP,James M. Yakovsky,998,35,744,219
1484,Precinct 14,County Attorney,,,Over Votes,0,0,0,0
1485,Precinct 14,County Attorney,,,Under Votes,290,18,207,65
1487,Precinct 14,District Clerk - Unexpired Term,,REP,Meagan Moore,1001,38,745,218
1488,Precinct 14,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
1489,Precinct 14,District Clerk - Unexpired Term,,,Under Votes,287,15,206,66
1491,Precinct 14,Sheriff,,REP,Tom Selman,1027,41,761,225
1492,Precinct 14,Sheriff,,,Over Votes,0,0,0,0
1493,Precinct 14,Sheriff,,,Under Votes,261,12,190,59
1496,Precinct 14,County Tax Assessor-Collector,,REP,Billie Page,1019,40,758,221
1497,Precinct 14,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
1498,Precinct 14,County Tax Assessor-Collector,,,Under Votes,269,13,193,63
1500,Precinct 14,Constable Pct 1,,REP,Ray Berry,1019,38,760,221
1501,Precinct 14,Constable Pct 1,,,Over Votes,0,0,0,0
1502,Precinct 14,Constable Pct 1,,,Under Votes,269,15,191,63
1504,Precinct 15,Registered Voters,,,,787,,,
1505,Precinct 15,Ballots Cast,,,,511,9,389,113
1507,Precinct 15,President,,REP,Donald J. Trump/JD Vance,438,7,339,92
1508,Precinct 15,President,,DEM,Kamala D. Harris/Tim Walz,69,2,48,19
1509,Precinct 15,President,,LIB,Chase Oliver/Mike ter Maat,0,0,0,0
1510,Precinct 15,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
1511,Precinct 15,President,,,Write-ins,1,0,1,0
1512,Precinct 15,President,,,Over Votes,0,0,0,0
1513,Precinct 15,President,,,Under Votes,3,0,1,2
1515,Precinct 15,U.S. Senate,,REP,Ted Cruz,424,7,330,87
1516,Precinct 15,U.S. Senate,,DEM,Colin Allred,68,2,49,17
1517,Precinct 15,U.S. Senate,,LIB,Ted Brown,11,0,5,6
1518,Precinct 15,U.S. Senate,,,Write-ins,0,0,0,0
1519,Precinct 15,U.S. Senate,,,Over Votes,0,0,0,0
1520,Precinct 15,U.S. Senate,,,Under Votes,8,0,5,3
1522,Precinct 15,U.S. House,17,REP,Pete Sessions,427,7,333,87
1523,Precinct 15,U.S. House,17,DEM,Mark Lorenzen,62,1,44,17
1524,Precinct 15,U.S. House,17,,Over Votes,0,0,0,0
1525,Precinct 15,U.S. House,17,,Under Votes,22,1,12,9
1528,Precinct 15,Railroad Commissioner,,REP,Christi Craddick,407,7,322,78
1529,Precinct 15,Railroad Commissioner,,DEM,Katherine Culbert,53,1,41,11
1530,Precinct 15,Railroad Commissioner,,LIB,Hawk Dunlap,15,0,7,8
1531,Precinct 15,Railroad Commissioner,,GRN,Eddie Espinoza,12,0,4,8
1532,Precinct 15,Railroad Commissioner,,,Write-ins,0,0,0,0
1533,Precinct 15,Railroad Commissioner,,,Over Votes,0,0,0,0
1534,Precinct 15,Railroad Commissioner,,,Under Votes,24,1,15,8
1536,Precinct 15,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,424,7,333,84
1537,Precinct 15,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,55,1,38,16
1538,Precinct 15,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
1539,Precinct 15,"Justice, Supreme Court, Pl 2",,,Under Votes,32,1,18,13
1541,Precinct 15,"Justice, Supreme Court, Pl 4",,REP,John Devine,421,7,328,86
1542,Precinct 15,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,58,1,43,14
1543,Precinct 15,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
1544,Precinct 15,"Justice, Supreme Court, Pl 4",,,Under Votes,32,1,18,13
1546,Precinct 15,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,417,7,329,81
1547,Precinct 15,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,52,1,37,14
1548,Precinct 15,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,13,0,5,8
1549,Precinct 15,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
1550,Precinct 15,"Justice, Supreme Court, Pl 6",,,Under Votes,29,1,18,10
1553,Precinct 15,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,417,7,327,83
1554,Precinct 15,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,60,1,41,18
1555,Precinct 15,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
1556,Precinct 15,"Presiding Judge, Ct of Crim App",,,Under Votes,34,1,21,12
1558,Precinct 15,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,419,7,327,85
1559,Precinct 15,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,60,1,44,15
1560,Precinct 15,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
1561,Precinct 15,"Judge, Ct of Crim App, Pl 7",,,Under Votes,32,1,18,13
1563,Precinct 15,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,420,7,329,84
1564,Precinct 15,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,55,1,38,16
1565,Precinct 15,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
1566,Precinct 15,"Judge, Ct of Crim App, Pl 8",,,Under Votes,36,1,22,13
1568,Precinct 15,State Representative,9,REP,Trent Ashby,446,7,343,96
1569,Precinct 15,State Representative,9,,Over Votes,0,0,0,0
1570,Precinct 15,State Representative,9,,Under Votes,65,2,46,17
1573,Precinct 15,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,429,7,331,91
1574,Precinct 15,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
1575,Precinct 15,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,82,2,58,22
1577,Precinct 15,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,431,7,334,90
1578,Precinct 15,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
1579,Precinct 15,"Dist Attorney, 159th Judicial Dist",,,Under Votes,80,2,55,23
1581,Precinct 15,County Attorney,,REP,James M. Yakovsky,436,7,338,91
1582,Precinct 15,County Attorney,,,Over Votes,0,0,0,0
1583,Precinct 15,County Attorney,,,Under Votes,75,2,51,22
1585,Precinct 15,District Clerk - Unexpired Term,,REP,Meagan Moore,428,7,330,91
1586,Precinct 15,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
1587,Precinct 15,District Clerk - Unexpired Term,,,Under Votes,83,2,59,22
1589,Precinct 15,Sheriff,,REP,Tom Selman,443,7,341,95
1590,Precinct 15,Sheriff,,,Over Votes,0,0,0,0
1591,Precinct 15,Sheriff,,,Under Votes,68,2,48,18
1594,Precinct 15,County Tax Assessor-Collector,,REP,Billie Page,439,7,340,92
1595,Precinct 15,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
1596,Precinct 15,County Tax Assessor-Collector,,,Under Votes,72,2,49,21
1598,Precinct 15,Constable Pct 4,,REP,Daniel Zarzoza,461,7,352,102
1599,Precinct 15,Constable Pct 4,,,Over Votes,0,0,0,0
1600,Precinct 15,Constable Pct 4,,,Under Votes,50,2,37,11
1602,Precinct 16,Registered Voters,,,,2313,,,
1603,Precinct 16,Ballots Cast,,,,1107,28,791,288
1605,Precinct 16,President,,REP,Donald J. Trump/JD Vance,664,7,500,157
1606,Precinct 16,President,,DEM,Kamala D. Harris/Tim Walz,426,21,278,127
1607,Precinct 16,President,,LIB,Chase Oliver/Mike ter Maat,6,0,5,1
1608,Precinct 16,President,,GRN,Jill Stein/Rudolph Ware,7,0,5,2
1609,Precinct 16,President,,,Write-ins,2,0,1,1
1610,Precinct 16,President,,,Over Votes,0,0,0,0
1611,Precinct 16,President,,,Under Votes,2,0,2,0
1613,Precinct 16,U.S. Senate,,REP,Ted Cruz,619,8,474,137
1614,Precinct 16,U.S. Senate,,DEM,Colin Allred,426,18,274,134
1615,Precinct 16,U.S. Senate,,LIB,Ted Brown,32,1,20,11
1616,Precinct 16,U.S. Senate,,,Write-ins,2,0,2,0
1617,Precinct 16,U.S. Senate,,,Over Votes,0,0,0,0
1618,Precinct 16,U.S. Senate,,,Under Votes,28,1,21,6
1620,Precinct 16,U.S. House,17,REP,Pete Sessions,646,6,492,148
1621,Precinct 16,U.S. House,17,DEM,Mark Lorenzen,392,19,252,121
1622,Precinct 16,U.S. House,17,,Over Votes,0,0,0,0
1623,Precinct 16,U.S. House,17,,Under Votes,69,3,47,19
1626,Precinct 16,Railroad Commissioner,,REP,Christi Craddick,615,5,472,138
1627,Precinct 16,Railroad Commissioner,,DEM,Katherine Culbert,357,18,236,103
1628,Precinct 16,Railroad Commissioner,,LIB,Hawk Dunlap,26,0,16,10
1629,Precinct 16,Railroad Commissioner,,GRN,Eddie Espinoza,37,2,17,18
1630,Precinct 16,Railroad Commissioner,,,Write-ins,0,0,0,0
1631,Precinct 16,Railroad Commissioner,,,Over Votes,0,0,0,0
1632,Precinct 16,Railroad Commissioner,,,Under Votes,72,3,50,19
1634,Precinct 16,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,646,7,490,149
1635,Precinct 16,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,385,19,248,118
1636,Precinct 16,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
1637,Precinct 16,"Justice, Supreme Court, Pl 2",,,Under Votes,76,2,53,21
1639,Precinct 16,"Justice, Supreme Court, Pl 4",,REP,John Devine,625,6,478,141
1640,Precinct 16,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,397,19,256,122
1641,Precinct 16,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
1642,Precinct 16,"Justice, Supreme Court, Pl 4",,,Under Votes,85,3,57,25
1644,Precinct 16,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,601,4,458,139
1645,Precinct 16,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,396,20,259,117
1646,Precinct 16,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,32,2,20,10
1647,Precinct 16,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
1648,Precinct 16,"Justice, Supreme Court, Pl 6",,,Under Votes,78,2,54,22
1651,Precinct 16,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,619,6,472,141
1652,Precinct 16,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,403,20,259,124
1653,Precinct 16,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
1654,Precinct 16,"Presiding Judge, Ct of Crim App",,,Under Votes,85,2,60,23
1656,Precinct 16,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,626,7,473,146
1657,Precinct 16,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,394,19,254,121
1658,Precinct 16,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
1659,Precinct 16,"Judge, Ct of Crim App, Pl 7",,,Under Votes,87,2,64,21
1661,Precinct 16,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,637,8,479,150
1662,Precinct 16,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,377,18,245,114
1663,Precinct 16,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
1664,Precinct 16,"Judge, Ct of Crim App, Pl 8",,,Under Votes,93,2,67,24
1666,Precinct 16,State Representative,9,REP,Trent Ashby,792,15,580,197
1667,Precinct 16,State Representative,9,,Over Votes,0,0,0,0
1668,Precinct 16,State Representative,9,,Under Votes,315,13,211,91
1671,Precinct 16,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,769,13,557,199
1672,Precinct 16,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
1673,Precinct 16,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,338,15,234,89
1675,Precinct 16,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,743,13,538,192
1676,Precinct 16,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
1677,Precinct 16,"Dist Attorney, 159th Judicial Dist",,,Under Votes,364,15,253,96
1679,Precinct 16,County Attorney,,REP,James M. Yakovsky,774,13,564,197
1680,Precinct 16,County Attorney,,,Over Votes,0,0,0,0
1681,Precinct 16,County Attorney,,,Under Votes,333,15,227,91
1683,Precinct 16,District Clerk - Unexpired Term,,REP,Meagan Moore,764,14,554,196
1684,Precinct 16,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
1685,Precinct 16,District Clerk - Unexpired Term,,,Under Votes,343,14,237,92
1687,Precinct 16,Sheriff,,REP,Tom Selman,788,15,570,203
1688,Precinct 16,Sheriff,,,Over Votes,0,0,0,0
1689,Precinct 16,Sheriff,,,Under Votes,319,13,221,85
1692,Precinct 16,County Tax Assessor-Collector,,REP,Billie Page,785,14,570,201
1693,Precinct 16,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
1694,Precinct 16,County Tax Assessor-Collector,,,Under Votes,322,14,221,87
1696,Precinct 16,Constable Pct 4,,REP,Daniel Zarzoza,875,16,628,231
1697,Precinct 16,Constable Pct 4,,,Over Votes,0,0,0,0
1698,Precinct 16,Constable Pct 4,,,Under Votes,232,12,163,57
1700,Precinct 17,Registered Voters,,,,1872,,,
1701,Precinct 17,Ballots Cast,,,,1352,24,1093,235
1703,Precinct 17,President,,REP,Donald J. Trump/JD Vance,1223,21,996,206
1704,Precinct 17,President,,DEM,Kamala D. Harris/Tim Walz,124,3,93,28
1705,Precinct 17,President,,LIB,Chase Oliver/Mike ter Maat,3,0,2,1
1706,Precinct 17,President,,GRN,Jill Stein/Rudolph Ware,1,0,1,0
1707,Precinct 17,President,,,Write-ins,0,0,0,0
1708,Precinct 17,President,,,Over Votes,0,0,0,0
1709,Precinct 17,President,,,Under Votes,1,0,1,0
1711,Precinct 17,U.S. Senate,,REP,Ted Cruz,1170,21,971,178
1712,Precinct 17,U.S. Senate,,DEM,Colin Allred,139,3,97,39
1713,Precinct 17,U.S. Senate,,LIB,Ted Brown,23,0,17,6
1714,Precinct 17,U.S. Senate,,,Write-ins,0,0,0,0
1715,Precinct 17,U.S. Senate,,,Over Votes,0,0,0,0
1716,Precinct 17,U.S. Senate,,,Under Votes,20,0,8,12
1718,Precinct 17,U.S. House,17,REP,Pete Sessions,1193,21,976,196
1719,Precinct 17,U.S. House,17,DEM,Mark Lorenzen,107,3,80,24
1720,Precinct 17,U.S. House,17,,Over Votes,0,0,0,0
1721,Precinct 17,U.S. House,17,,Under Votes,52,0,37,15
1724,Precinct 17,Railroad Commissioner,,REP,Christi Craddick,1167,21,958,188
1725,Precinct 17,Railroad Commissioner,,DEM,Katherine Culbert,107,3,75,29
1726,Precinct 17,Railroad Commissioner,,LIB,Hawk Dunlap,21,0,17,4
1727,Precinct 17,Railroad Commissioner,,GRN,Eddie Espinoza,5,0,4,1
1728,Precinct 17,Railroad Commissioner,,,Write-ins,0,0,0,0
1729,Precinct 17,Railroad Commissioner,,,Over Votes,0,0,0,0
1730,Precinct 17,Railroad Commissioner,,,Under Votes,52,0,39,13
1732,Precinct 17,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,1182,21,970,191
1733,Precinct 17,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,109,3,77,29
1734,Precinct 17,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
1735,Precinct 17,"Justice, Supreme Court, Pl 2",,,Under Votes,61,0,46,15
1737,Precinct 17,"Justice, Supreme Court, Pl 4",,REP,John Devine,1171,21,957,193
1738,Precinct 17,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,114,3,85,26
1739,Precinct 17,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
1740,Precinct 17,"Justice, Supreme Court, Pl 4",,,Under Votes,67,0,51,16
1742,Precinct 17,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,1168,21,962,185
1743,Precinct 17,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,106,3,75,28
1744,Precinct 17,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,19,0,13,6
1745,Precinct 17,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
1746,Precinct 17,"Justice, Supreme Court, Pl 6",,,Under Votes,59,0,43,16
1749,Precinct 17,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,1180,21,967,192
1750,Precinct 17,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,112,3,80,29
1751,Precinct 17,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
1752,Precinct 17,"Presiding Judge, Ct of Crim App",,,Under Votes,60,0,46,14
1754,Precinct 17,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,1184,21,970,193
1755,Precinct 17,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,105,3,75,27
1756,Precinct 17,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
1757,Precinct 17,"Judge, Ct of Crim App, Pl 7",,,Under Votes,63,0,48,15
1759,Precinct 17,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,1180,21,968,191
1760,Precinct 17,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,105,3,75,27
1761,Precinct 17,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
1762,Precinct 17,"Judge, Ct of Crim App, Pl 8",,,Under Votes,67,0,50,17
1764,Precinct 17,State Representative,9,REP,Trent Ashby,1221,21,995,205
1765,Precinct 17,State Representative,9,,Over Votes,0,0,0,0
1766,Precinct 17,State Representative,9,,Under Votes,131,3,98,30
1769,Precinct 17,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,1184,20,967,197
1770,Precinct 17,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
1771,Precinct 17,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,168,4,126,38
1773,Precinct 17,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,1180,20,967,193
1774,Precinct 17,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
1775,Precinct 17,"Dist Attorney, 159th Judicial Dist",,,Under Votes,172,4,126,42
1777,Precinct 17,County Attorney,,REP,James M. Yakovsky,1194,20,976,198
1778,Precinct 17,County Attorney,,,Over Votes,0,0,0,0
1779,Precinct 17,County Attorney,,,Under Votes,158,4,117,37
1781,Precinct 17,District Clerk - Unexpired Term,,REP,Meagan Moore,1180,19,961,200
1782,Precinct 17,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
1783,Precinct 17,District Clerk - Unexpired Term,,,Under Votes,172,5,132,35
1785,Precinct 17,Sheriff,,REP,Tom Selman,1208,20,985,203
1786,Precinct 17,Sheriff,,,Over Votes,0,0,0,0
1787,Precinct 17,Sheriff,,,Under Votes,144,4,108,32
1790,Precinct 17,County Tax Assessor-Collector,,REP,Billie Page,1206,20,982,204
1791,Precinct 17,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
1792,Precinct 17,County Tax Assessor-Collector,,,Under Votes,146,4,111,31
1794,Precinct 17,Constable Pct 3,,REP,Chad Wilson,1212,20,987,205
1795,Precinct 17,Constable Pct 3,,,Over Votes,0,0,0,0
1796,Precinct 17,Constable Pct 3,,,Under Votes,140,4,106,30
1798,Precinct 17B,Registered Voters,,,,477,,,
1799,Precinct 17B,Ballots Cast,,,,282,1,209,72
1801,Precinct 17B,President,,REP,Donald J. Trump/JD Vance,262,0,198,64
1802,Precinct 17B,President,,DEM,Kamala D. Harris/Tim Walz,19,1,11,7
1803,Precinct 17B,President,,LIB,Chase Oliver/Mike ter Maat,1,0,0,1
1804,Precinct 17B,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
1805,Precinct 17B,President,,,Write-ins,0,0,0,0
1806,Precinct 17B,President,,,Over Votes,0,0,0,0
1807,Precinct 17B,President,,,Under Votes,0,0,0,0
1809,Precinct 17B,U.S. Senate,,REP,Ted Cruz,244,0,185,59
1810,Precinct 17B,U.S. Senate,,DEM,Colin Allred,31,1,20,10
1811,Precinct 17B,U.S. Senate,,LIB,Ted Brown,2,0,1,1
1812,Precinct 17B,U.S. Senate,,,Write-ins,0,0,0,0
1813,Precinct 17B,U.S. Senate,,,Over Votes,0,0,0,0
1814,Precinct 17B,U.S. Senate,,,Under Votes,5,0,3,2
1816,Precinct 17B,U.S. House,17,REP,Pete Sessions,247,0,189,58
1817,Precinct 17B,U.S. House,17,DEM,Mark Lorenzen,19,1,10,8
1818,Precinct 17B,U.S. House,17,,Over Votes,0,0,0,0
1819,Precinct 17B,U.S. House,17,,Under Votes,16,0,10,6
1822,Precinct 17B,Railroad Commissioner,,REP,Christi Craddick,239,0,184,55
1823,Precinct 17B,Railroad Commissioner,,DEM,Katherine Culbert,20,1,9,10
1824,Precinct 17B,Railroad Commissioner,,LIB,Hawk Dunlap,4,0,3,1
1825,Precinct 17B,Railroad Commissioner,,GRN,Eddie Espinoza,1,0,1,0
1826,Precinct 17B,Railroad Commissioner,,,Write-ins,0,0,0,0
1827,Precinct 17B,Railroad Commissioner,,,Over Votes,0,0,0,0
1828,Precinct 17B,Railroad Commissioner,,,Under Votes,18,0,12,6
1830,Precinct 17B,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,246,0,188,58
1831,Precinct 17B,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,19,1,10,8
1832,Precinct 17B,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
1833,Precinct 17B,"Justice, Supreme Court, Pl 2",,,Under Votes,17,0,11,6
1835,Precinct 17B,"Justice, Supreme Court, Pl 4",,REP,John Devine,242,0,186,56
1836,Precinct 17B,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,22,1,11,10
1837,Precinct 17B,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
1838,Precinct 17B,"Justice, Supreme Court, Pl 4",,,Under Votes,18,0,12,6
1840,Precinct 17B,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,239,0,183,56
1841,Precinct 17B,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,20,1,9,10
1842,Precinct 17B,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,5,0,4,1
1843,Precinct 17B,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
1844,Precinct 17B,"Justice, Supreme Court, Pl 6",,,Under Votes,18,0,13,5
1847,Precinct 17B,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,232,0,179,53
1848,Precinct 17B,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,31,1,17,13
1849,Precinct 17B,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
1850,Precinct 17B,"Presiding Judge, Ct of Crim App",,,Under Votes,19,0,13,6
1852,Precinct 17B,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,240,0,183,57
1853,Precinct 17B,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,22,1,13,8
1854,Precinct 17B,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
1855,Precinct 17B,"Judge, Ct of Crim App, Pl 7",,,Under Votes,20,0,13,7
1857,Precinct 17B,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,245,0,186,59
1858,Precinct 17B,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,18,1,10,7
1859,Precinct 17B,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
1860,Precinct 17B,"Judge, Ct of Crim App, Pl 8",,,Under Votes,19,0,13,6
1862,Precinct 17B,State Representative,9,REP,Trent Ashby,253,1,189,63
1863,Precinct 17B,State Representative,9,,Over Votes,0,0,0,0
1864,Precinct 17B,State Representative,9,,Under Votes,29,0,20,9
1867,Precinct 17B,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,249,1,185,63
1868,Precinct 17B,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
1869,Precinct 17B,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,33,0,24,9
1871,Precinct 17B,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,242,1,181,60
1872,Precinct 17B,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
1873,Precinct 17B,"Dist Attorney, 159th Judicial Dist",,,Under Votes,40,0,28,12
1875,Precinct 17B,County Attorney,,REP,James M. Yakovsky,248,1,184,63
1876,Precinct 17B,County Attorney,,,Over Votes,0,0,0,0
1877,Precinct 17B,County Attorney,,,Under Votes,34,0,25,9
1879,Precinct 17B,District Clerk - Unexpired Term,,REP,Meagan Moore,249,1,186,62
